time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-02T12:05:01.420Z,46.8575,-121.7535,1.86,0.2,ml,13,92,0.01973,0.09,uw,uw61901211,2023-01-26T21:41:10.670Z,"23 km ENE of Ashford, Washington",earthquake,0.28,0.57,0.03701632380707534,3,reviewed,uw,uw
2023-01-02T12:03:12.030Z,52.081,-176.017666666667,5.16,0.77,ml,5,213,,0.09,av,av91741596,2023-01-04T02:31:40.390Z,"48 km ENE of Adak, Alaska",earthquake,0.55,0.73,0.157662783465718,5,reviewed,av,av
2023-01-02T11:55:30.410Z,52.086,-176.025,5.29,1.01,ml,5,220,,0.15,av,av91741591,2023-01-04T02:23:09.240Z,"48 km ENE of Adak, Alaska",earthquake,0.62,0.74,0.253396941224974,5,reviewed,av,av
2023-01-02T11:54:15.277Z,36.1405,21.6628,31.528,4.1,mb,31,191,1.057,0.76,us,us7000j1lp,2023-03-11T22:51:32.040Z,"75 km S of Methóni, Greece",earthquake,8.29,4.07,0.174,9,reviewed,us,us
2023-01-02T11:52:07.318Z,52.531,-167.9356,8.9,2.3,ml,,,,0.61,ak,ak0233hxmfv,2023-01-23T19:52:13.744Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-01-02T11:51:54.300Z,36.5353333333333,-89.6505,6.94,2.13,md,31,34,0.01582,0.07,nm,nm60503991,2023-01-12T19:03:26.710Z,"3 km WNW of Marston, Missouri",earthquake,0.27,0.48,0.0942977332312647,23,reviewed,nm,nm
2023-01-02T11:51:38.780Z,47.70016666666667,-120.32233333333333,-1.05,0.27,ml,6,109,0.07395,0.12,uw,uw61901206,2024-02-23T22:42:20.370Z,"8 km WNW of Entiat, Washington",earthquake,0.32,1.1,0.1427274436272138,2,reviewed,uw,uw
2023-01-02T11:51:08.700Z,19.1663333333333,-155.351333333333,29.22,1.75,md,35,185,,0.13,hv,hv73291812,2024-01-04T00:19:46.050Z,"13 km ESE of Pāhala, Hawaii",earthquake,0.55,0.69,0.208886268054279,14,reviewed,hv,hv
2023-01-02T11:47:46.370Z,35.508,-118.3836667,10.34,0.91,ml,11,64,0.1711,0.08,ci,ci40152983,2023-01-02T19:55:25.526Z,"13km SE of Bodfish, CA",earthquake,0.21,0.7,0.094,7,reviewed,ci,ci
2023-01-02T11:42:49.548Z,64.7405,-149.0423,11,0.6,ml,,,,0.67,ak,ak0233hvkje,2023-01-19T02:39:27.097Z,"15 km NNE of Four Mile Road, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T11:42:41.466Z,60.9361,-149.9607,33.1,1.3,ml,,,,0.41,ak,ak0233hvjwy,2023-01-19T02:39:26.895Z,"Kenai Peninsula, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-02T11:35:37.530Z,38.7883333,-122.7685,1.68,1.2,md,44,55,,0.04,nc,nc73827931,2023-01-11T00:23:14.336Z,"2km NW of The Geysers, CA",earthquake,0.14,0.2,0.144,13,reviewed,nc,nc
2023-01-02T11:33:08.200Z,35.5395,-118.4753333,8.51,1.49,ml,20,37,0.123,0.11,ci,ci40152975,2023-01-26T22:00:34.202Z,"6km SSE of Bodfish, CA",earthquake,0.19,1,0.132,17,reviewed,ci,ci
2023-01-02T11:32:35.170Z,17.9745,-67.0181666666667,10.3,1.71,md,6,170,0.02531,0.11,pr,pr71390478,2023-01-02T11:56:00.800Z,"Puerto Rico region",earthquake,0.43,0.77,0.00914328110300688,4,reviewed,pr,pr
2023-01-02T11:28:08.980Z,34.3571667,-116.9213333,4.25,0.99,ml,35,106,0.0782,0.15,ci,ci40152967,2023-01-12T20:59:00.573Z,"10km SSE of Lucerne Valley, CA",earthquake,0.19,0.46,0.13,9,reviewed,ci,ci
2023-01-02T11:24:09.437Z,-31.3613,-68.2466,105.312,4.5,mb,43,120,0.417,0.53,us,us7000j1li,2023-03-11T22:51:32.040Z,"25 km ENE of San Martín, Argentina",earthquake,8.56,1.946,0.097,31,reviewed,us,us
2023-01-02T11:24:04.950Z,17.9613333333333,-67.0046666666667,8.09,2.85,md,14,200,0.0385,0.19,pr,pr71390453,2023-01-02T11:48:58.740Z,"Puerto Rico region",earthquake,0.52,0.91,0.149448237893274,11,reviewed,pr,pr
2023-01-02T11:23:06.172Z,61.6226,-150.3845,44.9,1.9,ml,,,,0.7,ak,ak0233hrejx,2023-01-19T02:39:19.432Z,"Southern Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T11:20:02.240Z,52.0785,-176.012166666667,6.23,1.26,ml,5,213,,0.16,av,av91741581,2023-01-04T02:18:47.740Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.71,0.88,0.229844058428383,5,reviewed,av,av
2023-01-02T11:18:40.930Z,44.811,-110.9571667,8.52,1.21,ml,10,148,0.06234,0.1,uu,uu60528982,2023-01-03T19:32:57.820Z,"19 km ENE of Hebgen Lake Estates, Montana",earthquake,0.54,0.62,0.236,2,reviewed,uu,uu
2023-01-02T11:13:12.360Z,38.8446655,-122.8806686,2.1,0.4,md,6,147,0.0105,0.01,nc,nc73827921,2023-01-02T11:31:13.048Z,"13km ENE of Cloverdale, CA",earthquake,0.4,1.42,0.25,9,automatic,nc,nc
2023-01-02T11:10:35.570Z,33.5555,-116.9316667,10.56,0.78,ml,20,79,0.07543,0.12,ci,ci40152959,2023-01-03T18:40:31.209Z,"14km NNW of Aguanga, CA",earthquake,0.22,0.48,0.142,6,reviewed,ci,ci
2023-01-02T10:57:53.640Z,19.1456666666667,-67.251,32.02,3.09,md,10,298,0.6875,0.41,pr,pr71390433,2023-01-02T11:25:18.980Z,"74 km NNW of San Antonio, Puerto Rico",earthquake,2.11,13.14,0.0402429122060095,6,reviewed,pr,pr
2023-01-02T10:55:55.500Z,52.08,-176.0185,6.51,1.42,ml,5,211,,0.17,av,av91741576,2023-01-04T02:02:16.230Z,"48 km ENE of Adak, Alaska",earthquake,0.76,0.94,0.171887361047779,5,reviewed,av,av
2023-01-02T10:40:38.330Z,38.8061676,-122.8075027,0.83,1.06,md,8,186,0.0097,0.03,nc,nc73827911,2023-01-02T11:14:13.942Z,"6km NW of The Geysers, CA",earthquake,0.64,0.93,0.22,8,automatic,nc,nc
2023-01-02T10:39:59.466Z,5.4686,97.1178,10,5,mb,56,35,0.293,0.87,us,us7000j1l9,2023-03-11T22:51:32.040Z,"32 km N of Lhokseumawe, Indonesia",earthquake,5.16,1.748,0.107,28,reviewed,us,us
2023-01-02T10:38:56.080Z,58.1721666666667,-155.364,2.06,-0.5,ml,8,127,,0.08,av,av91741566,2023-01-04T01:59:56.490Z,"86 km NW of Karluk, Alaska",earthquake,0.24,0.64,0.171721945140036,8,reviewed,av,av
2023-01-02T10:37:04.399Z,54.1102,-164.1493,19.5,2.1,ml,,,,0.31,ak,ak0233h8yvb,2023-01-19T02:39:26.714Z,"95 km SSW of False Pass, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-01-02T10:36:41.974Z,60.2614,-153.429,159.2,2.7,ml,,,,0.58,ak,ak0233h8ty7,2023-03-11T22:51:32.040Z,"49 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T10:30:57.411Z,59.2867,-151.7272,12.4,1.7,ml,,,,0.5,ak,ak0233h7kw4,2023-01-23T19:52:11.470Z,"9 km SE of Port Graham, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T10:26:40.020Z,58.1721666666667,-155.323,0.97,-0.01,ml,6,112,,0.03,av,av91741541,2023-01-04T01:52:12.390Z,"84 km NW of Karluk, Alaska",earthquake,0.22,1.06,0.306736187033935,6,reviewed,av,av
2023-01-02T10:26:16.880Z,38.4293333,-122.2436667,8.53,1.11,md,32,58,0.0124,0.11,nc,nc73827901,2023-01-06T11:38:11.887Z,"11km ENE of Yountville, CA",earthquake,0.23,0.31,0.274,22,reviewed,nc,nc
2023-01-02T10:19:19.090Z,38.8463333,-122.8181667,1.48,0.21,md,12,65,0.009247,0.03,nc,nc73827896,2023-01-11T02:36:13.207Z,"9km WNW of Cobb, CA",earthquake,0.25,0.5,0.232,4,reviewed,nc,nc
2023-01-02T10:17:47.990Z,17.948,-66.9216666666667,13.59,1.99,md,6,225,0.04851,0.05,pr,pr71390428,2023-01-02T10:34:31.090Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.55,0.45,0.0713021862432009,4,reviewed,pr,pr
2023-01-02T10:13:23.008Z,54.6154,-162.6038,15.457,2.5,ml,14,205,0.392,0.36,us,us7000j5ed,2023-03-11T22:51:52.040Z,"52 km SSW of King Cove, Alaska",earthquake,2.54,9.102,0.148,6,reviewed,us,us
2023-01-02T10:12:34.040Z,38.8056667,-122.8086667,1.4,0.1,md,14,66,0.01069,0.04,nc,nc73827891,2023-01-11T03:46:12.596Z,"6km NW of The Geysers, CA",earthquake,0.26,0.52,0.361,2,reviewed,nc,nc
2023-01-02T10:08:21.731Z,62.318,-150.5037,14.9,1.2,ml,,,,0.61,ak,ak0233h2sfx,2023-01-19T02:39:26.336Z,"14 km W of Trapper Creek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T09:57:49.954Z,16.0955,-95.5745,41.488,4.1,mb,63,99,0.607,1.08,us,us7000j1ky,2023-03-11T22:51:32.040Z,"12 km NE of San Pedro Huamelula, Mexico",earthquake,4.25,7.828,0.069,57,reviewed,us,us
2023-01-02T09:54:17.105Z,59.9539,-140.0466,9.9,1.9,ml,,,,0.67,ak,ak0233gr7gn,2023-01-23T19:52:13.567Z,"48 km NNW of Yakutat, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2023-01-02T09:53:26.170Z,33.3973333,-116.3791667,5.28,1.18,ml,54,34,0.07113,0.19,ci,ci40152951,2023-01-12T19:49:29.100Z,"16km N of Borrego Springs, CA",earthquake,0.2,0.79,0.144,23,reviewed,ci,ci
2023-01-02T09:47:35.487Z,59.0082,-156.9087,10,1.5,ml,,,,0.62,ak,ak0233gpqtv,2023-01-23T19:52:13.380Z,"12 km SSW of Levelock, Alaska",earthquake,,0,,,reviewed,ak,ak
2023-01-02T09:46:37.176Z,31.67840508,-104.4022046,6.131567383,2.2,ml,21,69,0.03378367527,0.2,tx,tx2023acow,2023-01-03T22:15:25.998Z,"55 km S of Whites City, New Mexico",earthquake,0.7961924656,0.7528761962,0.1,18,reviewed,tx,tx
2023-01-02T09:44:55.450Z,60.4928333333333,-152.707666666667,0.83,-0.73,ml,4,215,,0.08,av,av91082583,2023-01-04T01:46:29.050Z,"75 km NW of Ninilchik, Alaska",earthquake,0.5,0.37,0.0719655168387007,3,reviewed,av,av
2023-01-02T09:43:25.754Z,54.5806,-159.7614,22.2,2.2,ml,,,,0.74,ak,ak0233gougb,2023-01-19T02:39:18.505Z,"96 km SSE of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-02T09:43:21.290Z,58.253,-155.080333333333,5.15,-0.26,ml,6,103,,0.2,av,av91082578,2023-01-04T01:22:29.190Z,"84 km NNW of Karluk, Alaska",earthquake,0.5,0.96,0.168716609852187,6,reviewed,av,av
2023-01-02T09:43:13.846Z,31.68067474,-104.4065321,6.234399414,1.7,ml,18,69,0.03276618718,0.2,tx,tx2023acot,2023-01-04T13:04:01.864Z,"western Texas",earthquake,1.083633568,1.396553676,0.1,15,reviewed,tx,tx
2023-01-02T09:42:59.980Z,37.6683333,-118.9041667,1.89,-0.08,md,8,154,0.01198,0.02,nc,nc73827886,2023-01-02T18:08:21.561Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.75,1.02,0.264,6,reviewed,nc,nc
2023-01-02T09:41:35.110Z,38.8351669,-122.8171692,1.79,0.92,md,9,94,0.013,0.01,nc,nc73827881,2023-01-02T09:58:12.511Z,"8km W of Cobb, CA",earthquake,0.36,0.96,0.31,10,automatic,nc,nc
2023-01-02T09:34:19.505Z,61.3685,-146.9558,11.8,1.2,ml,,,,0.49,ak,ak0233gmxan,2023-01-23T19:52:13.193Z,"42 km NW of Valdez, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2023-01-02T09:19:09.853Z,63.1138,-150.4211,115.8,1.4,ml,,,,0.34,ak,ak0233gjosp,2023-01-19T02:39:25.199Z,"71 km NNE of Petersville, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-02T09:16:58.706Z,31.67976619,-104.4049087,6.131567383,2.2,ml,20,69,0.03304414723,0.3,tx,tx2023acnx,2023-01-03T22:50:42.194Z,"western Texas",earthquake,0.7731637765,0.7798263826,0.1,17,reviewed,tx,tx
2023-01-02T09:16:51.253Z,64.7141,-149.4137,20.7,0.6,ml,,,,0.43,ak,ak0233gj4ud,2023-01-19T02:39:25.395Z,"18 km NW of Four Mile Road, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T09:15:08.050Z,18.9828333333333,-67.1888333333333,16.43,3.3,md,22,275,0.5158,0.28,pr,pr71390418,2024-01-18T19:08:20.070Z,"55 km N of San Antonio, Puerto Rico",earthquake,0.83,1.12,0.0542156691703783,9,reviewed,pr,pr
2023-01-02T09:09:54.755Z,55.6404,-159.468,62.9,2.2,ml,,,,0.43,ak,ak0233ghn3n,2023-01-19T02:39:24.809Z,"29 km S of Ivanof Bay, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-01-02T09:07:53.140Z,52.0796666666667,-176.0175,5.34,0.87,ml,5,211,,0.24,av,av91741526,2023-01-04T01:30:07.920Z,"48 km ENE of Adak, Alaska",earthquake,0.88,1.13,0.252709724692937,5,reviewed,av,av
2023-01-02T09:07:18.240Z,52.078,-176.0185,6.53,1.15,ml,5,206,,0.17,av,av91741521,2023-01-04T01:27:42.200Z,"48 km ENE of Adak, Alaska",earthquake,0.74,0.97,0.180738546972828,5,reviewed,av,av
2023-01-02T09:06:44.837Z,31.68706615,-104.413051,6.080151367,3.2,ml,30,67,0.03489676082,0.2,tx,tx2023acno,2023-03-11T22:51:32.040Z,"54 km S of Whites City, New Mexico",earthquake,0.7667790037,0.7634448844,0.1,24,reviewed,tx,tx
2023-01-02T09:05:05.530Z,38.7958336,-122.7806702,3.76,1.04,md,13,83,0.006253,0.02,nc,nc73827876,2023-01-02T09:32:13.365Z,"3km NW of The Geysers, CA",earthquake,0.37,0.77,0.34,14,automatic,nc,nc
2023-01-02T09:04:30.332Z,60.3191,-149.9579,25.6,1.5,ml,,,,0.35,ak,ak0233ggikh,2023-01-19T02:39:18.293Z,"20 km SSW of Cooper Landing, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-02T09:01:56.596Z,64.7115,-149.3902,23.5,0.7,ml,,,,0.58,ak,ak0233gfxij,2023-01-19T02:39:24.631Z,"17 km NW of Four Mile Road, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T09:01:07.729Z,51.3743,-177.885,33.434,3.4,ml,12,232,0.382,0.17,us,us7000j5eb,2023-03-11T22:51:52.040Z,"102 km WSW of Adak, Alaska",earthquake,2.41,10.056,0.128,8,reviewed,us,us
2023-01-02T08:59:42.100Z,40.5218333,-124.394,18.54,2.54,md,27,223,0.06319,0.09,nc,nc73827871,2023-03-11T22:51:27.040Z,"12km WSW of Ferndale, CA",earthquake,0.34,0.23,0.128,35,reviewed,nc,nc
2023-01-02T08:59:40.417Z,-6.7418,144.6436,40.72,4.9,mb,71,44,3.634,0.67,us,us7000j1kp,2023-03-11T22:51:32.040Z,"New Guinea, Papua New Guinea",earthquake,4.5,6.683,0.08,49,reviewed,us,us
2023-01-02T08:59:01.467Z,31.6774117,-104.4135009,7.005639647999999,2.8,ml,28,69,0.02647706707,0.2,tx,tx2023acnh,2023-03-11T22:51:32.040Z,"55 km S of Whites City, New Mexico",earthquake,0.9835508508,1.113905577,0.1,28,reviewed,tx,tx
2023-01-02T08:58:29.813Z,61.8865,-149.1844,10.9,1.1,ml,,,,0.63,ak,ak0233g6nnp,2023-01-19T02:39:24.436Z,"16 km N of Fishhook, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T08:58:26.460Z,52.0668333333333,-176.030166666667,4.28,1.07,ml,5,176,,0.27,av,av91741511,2023-01-04T01:17:25.090Z,"46 km ENE of Adak, Alaska",earthquake,0.91,1.34,0.20453625328591,5,reviewed,av,av
2023-01-02T08:53:50.071Z,23.5489,142.4252,10,4.4,mb,17,179,9.804,0.81,us,us7000j445,2023-03-11T22:51:47.040Z,"Volcano Islands, Japan region",earthquake,10.93,1.969,0.203,7,reviewed,us,us
2023-01-02T08:53:13.947Z,58.3395,-152.4758,20.5,1.9,ml,,,,0.32,ak,ak0233g5juq,2023-01-19T02:39:24.250Z,"40 km NE of Aleneva, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2023-01-02T08:49:34.900Z,43.3989,-127.2682,10,3.9,mb,72,191,2.366,0.53,us,us7000j1kj,2023-03-11T22:51:32.040Z,"234 km W of Bandon, Oregon",earthquake,8.99,1.972,0.133,15,reviewed,us,us
2023-01-02T08:48:32.318Z,64.4676,-147.2858,6.3,0.8,ml,,,,0.47,ak,ak0233g4iov,2023-01-19T02:39:24.061Z,"19 km WSW of Salcha, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T08:47:45.595Z,43.3718,-127.738,10,3.4,ml,37,269,2.708,0.27,us,us7000j1ks,2023-03-11T22:51:32.040Z,"271 km W of Bandon, Oregon",earthquake,11.88,2.024,0.041,78,reviewed,us,us
2023-01-02T08:46:25.982Z,60.7354,-140.4864,19,1.2,ml,,,,0.42,ak,ak0233g42sa,2023-01-23T19:52:13.018Z,"138 km NNW of Yakutat, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-02T08:45:23.875Z,53.2477,-167.5815,71.4,2.1,ml,,,,0.18,ak,ak0233g3uvv,2023-01-23T19:52:11.288Z,"92 km ENE of Nikolski, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2023-01-02T08:43:42.290Z,56.857,-158.075333333333,6.81,0.39,ml,4,272,,0.14,av,av91082573,2023-01-04T01:14:33.140Z,"Alaska Peninsula",earthquake,1.64,0.67,0.240596391325085,4,reviewed,av,av
2023-01-02T08:43:05.910Z,33.3976667,-116.3808333,6.11,0.98,ml,37,63,0.07167,0.18,ci,ci40152943,2023-01-12T19:39:39.530Z,"16km N of Borrego Springs, CA",earthquake,0.23,0.75,0.137,10,reviewed,ci,ci
2023-01-02T08:41:53.262Z,67.3321,-156.1602,6.3,0.9,ml,,,,0.26,ak,ak0233g32ab,2023-01-23T19:52:12.660Z,"56 km NE of Kobuk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-02T08:39:34.275Z,62.0879,-158.8639,7.2,1.1,ml,,,,0.37,ak,ak0233g2led,2023-01-23T19:52:12.842Z,"46 km WNW of Crooked Creek, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-01-02T08:39:33.775Z,38.1639,-117.9973,0,1,ml,13,132.94,0.036,0.1697,nn,nn00854419,2023-01-06T20:52:34.677Z,"26 km SSE of Mina, Nevada",earthquake,,0,0.27,3,reviewed,nn,nn
2023-01-02T08:37:21.310Z,36.6003333,-121.1251667,8.71,1.4,md,20,130,0.05628,0.08,nc,nc73827866,2023-01-11T01:14:12.648Z,"8km NNE of Pinnacles, CA",earthquake,0.33,0.65,0.168,20,reviewed,nc,nc
2023-01-02T08:34:58.740Z,18.1705,-67.0625,27.06,2.48,md,17,67,0.06825,0.13,pr,pr71390413,2023-01-02T08:59:46.480Z,"7 km ENE of Hormigueros, Puerto Rico",earthquake,0.37,0.73,0.0748272965426251,10,reviewed,pr,pr
2023-01-02T08:34:06.753Z,41.1875,140.2171,155.599,4.2,mb,92,53,0.755,0.42,us,us7000j1kf,2023-03-11T22:51:32.040Z,"43 km NNW of Shimokizukuri, Japan",earthquake,8.03,5.705,0.078,46,reviewed,us,us
2023-01-02T08:32:23.252Z,52.6752,-169.1013,64.919,2.9,ml,15,211,0.333,0.4,us,us7000j5e8,2023-03-11T22:51:52.040Z,"33 km SSW of Nikolski, Alaska",earthquake,7.32,17.399,0.097,14,reviewed,us,us
2023-01-02T08:31:52.290Z,38.8258324,-122.8566666,2.6,0.71,md,16,98,0.001718,0.01,nc,nc73827861,2023-01-02T08:48:14.110Z,"10km WNW of The Geysers, CA",earthquake,0.3,0.58,0.13,17,automatic,nc,nc
2023-01-02T08:27:17.546Z,59.929,-151.5805,65.8,3.1,ml,,,,0.66,ak,ak0233fzzfo,2023-03-11T22:51:32.040Z,"8 km ESE of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T08:16:07.780Z,38.8180008,-122.7643356,2.34,1.09,md,11,171,0.01362,0.01,nc,nc73827856,2023-01-02T08:32:14.018Z,"4km W of Cobb, CA",earthquake,0.46,0.87,0.03,13,automatic,nc,nc
2023-01-02T08:12:28.553Z,35.729,25.8377,10,4.4,mb,90,69,1.914,0.5,us,us7000j1k7,2024-01-18T19:08:18.536Z,"52 km NNE of Elo?nda, Greece",earthquake,6.62,1.877,0.068,62,reviewed,us,us
2023-01-02T08:09:36.035Z,62.7054,-151.838,7.7,1.3,ml,,,,0.95,ak,ak0233fw61e,2024-01-18T19:08:16.823Z,"59 km WNW of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T08:08:03.830Z,60.0684,-160.5906,15.6,1.3,ml,,,,0.51,ak,ak0233fvvve,2023-01-23T19:52:12.485Z,"81 km ESE of Eek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T08:02:57.562Z,-63.3921,171.223,10,4.6,mb,20,176,10.921,0.32,us,us7000j43y,2023-03-11T22:51:47.040Z,"Balleny Islands region",earthquake,10.14,1.956,0.141,15,reviewed,us,us
2023-01-02T07:47:20.470Z,35.7236667,-117.566,9.02,1.15,ml,8,150,0.09538,0.18,ci,ci40152935,2023-01-02T19:56:17.764Z,"15km NE of Ridgecrest, CA",earthquake,0.46,1.55,0.184,12,reviewed,ci,ci
2023-01-02T07:47:14.660Z,34.457,-117.9515,9.04,1.13,ml,27,46,0.008664,0.17,ci,ci40152927,2023-01-02T19:56:33.510Z,"7km SW of Pearblossom, CA",earthquake,0.23,0.45,0.22,23,reviewed,ci,ci
2023-01-02T07:45:48.737Z,60.1662,-152.5635,97.6,2.2,ml,,,,0.53,ak,ak0233fih59,2023-01-19T19:02:02.961Z,"51 km WNW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T07:42:32.356Z,59.8343,-153.4076,128,2.7,ml,,,,0.44,ak,ak0233fhsrb,2023-03-11T22:51:31.040Z,"39 km E of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T07:40:40.770Z,17.9621666666667,-67.0086666666667,9.14,2.32,md,10,200,0.03461,0.08,pr,pr71390403,2023-01-02T08:37:12.750Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.49,0.51,0.164977055412016,7,reviewed,pr,pr
2023-01-02T07:39:36.900Z,58.1708333333333,-155.362333333333,0.22,-0.03,ml,10,77,,0.08,av,av91741476,2023-01-04T00:57:13.520Z,"85 km NW of Karluk, Alaska",earthquake,0.19,1.84,0.155187361495676,10,reviewed,av,av
2023-01-02T07:39:18.940Z,19.1924991607666,-155.484497070312,32.4199981689453,1.85000002,md,36,146,,0.170000002,hv,hv73291657,2023-01-02T07:42:38.360Z,"1 km SSW of P?hala, Hawaii",earthquake,0.72,1.00999999,1.59000003,10,automatic,hv,hv
2023-01-02T07:30:52.590Z,58.1725,-155.324166666667,1.6,0.52,ml,9,113,,0.07,av,av91741466,2023-01-23T18:37:30.851Z,"84 km NW of Karluk, Alaska",earthquake,0.18,0.46,0.335806335083452,9,reviewed,av,av
2023-01-02T07:30:23.390Z,58.254,-155.088666666667,3.95,-0.43,ml,5,103,,0.06,av,av91082568,2023-01-04T00:27:21.480Z,"Alaska Peninsula",earthquake,0.28,0.67,0.186026567030046,5,reviewed,av,av
2023-01-02T07:29:24.150Z,17.8798333333333,-66.958,7.72,3.14,md,32,234,0.1208,0.11,pr,pr71390393,2023-01-02T08:25:52.998Z,"11 km SSW of Guánica, Puerto Rico",earthquake,0.44,0.28,0.166892565006786,19,reviewed,pr,pr
2023-01-02T07:22:09.972Z,65.0443,-168.0283,4.9,2.2,ml,,,,0.6,ak,ak0233fdgqt,2023-01-19T19:02:06.864Z,"60 km WSW of Port Clarence, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-01-02T07:20:26.985Z,40.4756,-29.3491,10,5.3,mww,198,57,1.568,0.33,us,us7000j1jv,2023-03-11T22:51:31.040Z,"Azores Islands region",earthquake,7.61,1.829,0.041,56,reviewed,us,us
2023-01-02T07:17:42.210Z,62.2424,-148.6993,40.9,2.3,ml,,,,0.48,ak,ak0233fcgll,2023-03-11T22:51:26.040Z,"51 km NNW of Chickaloon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T07:14:12.031Z,65.0398,-168.2559,8.4,1.8,ml,,,,0.47,ak,ak0233fbr6b,2023-01-19T19:02:06.697Z,"63 km S of Wales, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2023-01-02T07:10:13.519Z,34.419,-97.522,12.93,1.83,ml,84,70,0.06838658022,0.41,ok,ok2023acjs,2023-01-04T15:24:30.175Z,"3 km SSW of Ratliff City, Oklahoma",earthquake,,1.1,0.23,27,reviewed,ok,ok
2023-01-02T07:10:12.484Z,40.5766,-29.3138,10,4.7,mb,130,60,1.643,0.49,us,us7000j1jp,2023-03-11T22:51:31.040Z,"198 km NE of Santa Cruz das Flores, Portugal",earthquake,7.72,1.832,0.048,134,reviewed,us,us
2023-01-02T07:02:58.576Z,52.8439,-162.1708,10,3.9,mb,69,195,2.095,0.57,us,us7000j5l9,2023-03-11T22:51:52.040Z,"south of Alaska",earthquake,6.41,1.997,0.209,6,reviewed,us,us
2023-01-02T07:01:23.740Z,17.9661666666667,-67.0091666666667,9.16,2.66,md,9,191,0.03353,0.06,pr,pr71390408,2023-01-02T08:47:30.043Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.35,0.61,0.132930747804948,6,reviewed,pr,pr
2023-01-02T06:59:43.750Z,33.7098333,-116.7198333,17.94,0.62,ml,23,95,0.007864,0.1,ci,ci40152919,2023-01-12T19:19:56.442Z,"3km S of Idyllwild, CA",earthquake,0.26,0.32,0.144,4,reviewed,ci,ci
2023-01-02T06:56:51.300Z,17.9463333333333,-67.0085,10.55,2.88,md,5,230,0.1133,0.17,pr,pr71390378,2023-01-02T08:25:00.790Z,"5 km SE of La Parguera, Puerto Rico",earthquake,1.27,0.82,0.104090502636209,5,reviewed,pr,pr
2023-01-02T06:55:06.060Z,17.9633,-67.0076,9,4.1,ml,31,196,0.0371,0.1,pr,pr2023002000,2023-03-11T22:51:31.040Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.37,0.52,0.08,20,reviewed,pr,pr
2023-01-02T06:54:16.320Z,38.8393333,-122.809,2.21,1.81,md,45,35,,0.05,nc,nc73827841,2023-01-10T23:57:14.306Z,"8km WNW of Cobb, CA",earthquake,0.15,0.25,0.126,18,reviewed,nc,nc
2023-01-02T06:51:59.485Z,63.1493,-150.4226,106.5,2.6,ml,,,,0.51,ak,ak0233eycoy,2023-03-11T22:51:31.040Z,"74 km NNE of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T06:45:13.694Z,-24.1203,-66.9233,195.266,4.5,mb,84,43,1.637,0.84,us,us7000j1jc,2023-03-11T22:51:31.040Z,"62 km W of San Antonio de los Cobres, Argentina",earthquake,7.83,6.802,0.045,147,reviewed,us,us
